# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
30	textures\mario1.png	255	255	255
40	textures\enemies-2.png	0	128	128
70	textures\enemies3.png	3	26	110
60	textures\world-1-1.png	0	0	90
80	textures\enemies4.png	255	255	255
90	textures\misc2.png	0	117	255
15	textures\misc1.png	166	185	255
25	textures\font.png	255	0	255
35	textures\board.png	255	0	255
45	textures\Font1.png	255	0	255
50	textures\effect.png	176	224	248
55	textures\misc-4.png	255	216	154
11	textures\misc-2.png	0	117	255
12	textures\enemies5.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
# BIG MARIO 
# idle right
10001	216	243	229	270	30
# walk
10002	255	243	271	270	30	
10003	295	244	311	270	30
# jump right
10004	335	244	351	270	30
# walk right turn left 
10005	215	283	231	311	30
# sit
10006	376	248	390	266	30
#RUN MAXSPEED
10007	213	323	232	350	30
10008	253	323	272	350	30
10009	293	324	312	350	30
#FLY RIGHT
10400	333	364	352	390	30
# idle left
10011	176	243	190	270	30
#walk
10012	135	243	151	270	30
10013	95	244	111	270	30
#jump
10014	55	244	71	270	30
# walk left turn right
10015	175	283	191	311	30
# sit
10016	16	248	30	266	30
#RUN MAXSPEED
10017	174	323	193	350	30
10018	134	323	153	350	30
10019	94	324	113	350	30
#FLY LEFT
10401	54	364	73	390	30

# die 
10099	15	209	31	225	30

# SMALL MARIO
# idle small right
10021	217	89	229	104	30
# walk
10022	256	89	271	104	30
# jump
10023	335	89	351	105	30
# walk right turn left
10024	216	129	230	145	30
#FLY
10025	365	40	383	57	0
		
# idle small left
10031	177	89	189	104	30
# walk
10032	135	89	150	104	30
# jump
10033	55	89	71	105	30
# walk left turn right
10034	176	129	190	145	30
#FLY
10035	34	39	52	58	0

# MARIO TAIL
# idle right
10041	212	443	234	471	30
# walk RIGHT
10042	262	443	285	471	30
10043	291	443	316	471	30
# jump
10044	330	443	356	470	30
# run fast
10045	331	634	358	663	0
10046	361	634	388	663	0
10047	391	634	418	663	0
#sit
10048	372	448	396	467	30
# walk right turn left
10049	214	482	233	511	30
#FALL RIGHT
10141	211	602	235	630	30
#FALL SLOW
10161	211	602	235	630	30
10162	291	442	315	471	30
10163	251	601	275	633	30
#fly right
10142	291	603	315	631	30
500	331	603	355	630	30
501	371	603	395	630	30
#attack
10143	236	443	258	471	30
10144	327	559	343	587	30
10145	221	559	244	587	30
10146	358	559	374	587	30		
10147	236	443	259	471	30
#RUN MAXSPEED
10148	211	523	236	552	30
10149	251	523	276	552	30
10150	291	523	316	552	30
# idle left
10051	173	443	195	472	30
# walk
10052	121	443	145	472	30
10053	92	443	115	472	30
# jump
10054	52	443	76	472	30
#sit
10058	12	448	35	467	30
#walk left turn right
10059	175	482	192	511	30
#FALL LEFT
10151	170	602	196	630	30
#fly left
10152	91	603	115	631	30
502	51	603	75	630	30
503	11	603	35	630	30
#attack
10153	221	559	244	587	30
10154	327	559	343	587	30
10155	236	443	259	471	30
10156	358	559	374	587	30
10157	221	559	244	587	30
#RUN MAXSPEED
10158	171	523	197	552	30
10159	131	523	156	552	30
10160	91	523	117	552	30
#FALL SLOW
10164	171	602	196	630	30
10165	91	443	116	472	30
10166	131	601	156	633	30
#FALL IN FLY RIGHT
10167	330	603	356	631	30
#FALL IN FLY LEFT
10168	51	603	76	631	30
#EFFECT MARIO RACCOON ATTACK ENEMY
10169	561	22	558	34	20
# MARIO FIRE
# idle right
10201	216	683	230	710	30
# walk
10202	255	683	271	710	30		
10203	295	684	311	710	30
# jump
10204	335	684	351	710	30
# walk right turn left 
10205	215	723	231	751	30
# sit 
10206	376	688	390	706	30
#RUN MAXSPEED
10207	213	763	232	790	30
10208	253	763	272	790	30
10209	293	764	312	790	30
#SHOOT FIRE
10210	216	683	230	710	30
10211	366	803	379	830	30
10212	386	803	400	830	30
#FLY RIGHT
10213	333	804	352	830	30
# idle left
10301	176	683	190	710	30
#walk
10302	135	684	151	710	30
10303	95	684	111	710	30
#jump
10304	55	684	71	710	30
# walk left turn right
10305	175	723	191	751	30
# sit
10306	16	688	30	706	30
#RUN MAXSPEED
10307	174	763	193	790	30
10308	134	763	153	790	30
10309	94	764	113	790	30
#SHOOT FIRE
10310	176	683	190	710	30	
10311	26	803	40	830	30
10312	6	803	20	830	30
#FLY LEFT
10313	54	804	73	830	0
#mario big kick right
11000	252	283	273	310	30
#mario big kick left 
11001	133	283	154	310	30
#mario raccoon kick right
11002	247	483	269	511	30
#mario raccoon kick left
11003	137	483	159	511	30
#MARIOFIRE kick right
11004	252	723	273	750	30
#MARIOFIRE kick left 
11005	133	723	154	750	30
#RACCOON HOLD
#RIGHT 
504	322	523	343	551	30
505	351	523	373	551	30
506	381	523	404	551	30
#LEFT
507	63	523	84	551	30
508	33	523	55	551	30
509	2	523	25	551	30
#SMALL HOLD 
#RIGHT
516	336	169	350	185	30
517	376	169	391	185	30
#LEFT
518	56	169	70	185	30
519	15	169	30	185	30
#BIG HOLD
#RIGHT 
510	331	323	345	350	30
511	356	323	371	350	30
512	381	323	396	350	30
#LEFT
513	61	323	75	350	30
514	35	323	50	350	30
515	10	323	25	350	30
#FIRE HOLD 
#RIGHT
520	331	763	345	790	30
521	356	763	371	790	30
522	380	764	396	790	30
#LEFT
523	61	763	75	790	30
524	35	763	50	790	30
525	10	764	26	790	30
#MARIO INTRO
526	16	9	30	25	30
527	16	49	30	65	30
528	55	6	71	27	30
529	55	46	71	67	30
530	95	5	111	29	30
531	95	45	111	69	30
#BRICK
20001	408	225	424	241	20
##########################GOOMBA#####################
30001	5	14	21	29	10
30002	25	14	41	29	10
#die
30003	45	21	61	29	10
#attacked 
30004	5	870	21	886	70
###################GOOMBA FLY#########################
#walk
30005	15	54	31	70	80
30006	65	54	81	70	80
#die
30007	315	57	331	66	80
#wing 
30008	263	52	283	71	80
30009	213	52	233	71	80
30010	163	50	183	74	80
30011	113	50	133	74	80
#brick with question mark animation
40001	157	188	173	204	15
40002	176	188	192	204	15
40003	196	188	212	204	15
40004	215	188	231	204	15
#questionbrick unbox
40005	235	188	251	204	15
#COIN
40006	227	6	241	22	90
40007	245	6	254	22	90
40008	259	6	265	22	90
40009	269	6	279	22	90
#FIRE right
1	240	554	248	562	0
2	258	553	266	562	0
3	258	574	266	582	0
4	240	573	248	582	0
#FIRE LEFT
5	198	554	206	562	0
6	180	553	188	562	0
7	180	574	188	582	0
8	198	573	206	582	0
#effect fire destroy 
9	527	20	543	36	20
10	546	22	558	34	20
11	576	23	587	33	20
######################KOOPAS################
#walk left
50005	125	98	141	125	80
50006	165	99	181	125	80
#walk right
50007	255	98	271	125	80
50008	215	99	231	125	80
#defend
50030	50	104	66	120	80
#upside down
50031	330	104	346	120	80
#ball
50032	15	129	31	145	80
50033	15	104	31	120	80
50034	15	154	31	170	80
#attacked
50035	330	104	346	120	80	
#come back defend
50054	84	103	102	120	80
#come back upside down
50055	294	103	312	120	80
50061	365	104	381	120	80
50062	365	129	381	145	80
50063	365	154	381	170	80
##################KOOPAS RED ################
#walk left 
50036	125	198	141	225	80
50037	165	199	181	225	80
#walk right 
50038	255	198	271	225	80
50039	215	199	231	225	80
#defend 
50040	50	204	66	220	80
#upside down 
50041	330	204	346	220	80
#ball
50042	15	229	31	245	80
50043	15	204	31	220	80
50044	15	254	31	270	80
#attacked 
50045	330	204	346	220	80
#come back defend 
50056	84	203	102	220	80
#come back upside down
50057	294	203	311	220	80
#upside ball
50058	365	204	381	220	80
50059	365	229	381	245	80
50060	365	254	381	270	80
#######################KOOPAS BASE FLY################
#right
50046	215	148	231	175	80
50047	255	148	271	175	80
50048	295	149	311	175	80
50049	335	148	351	175	80
#left 
50050	165	149	181	175	80
50051	125	148	141	176	80
50052	85	149	101	175	80
50053	45	148	61	175	80
#################FIRE PLANT###################
#left top
12	165	545	181	578	80
#attack left top
13	65	545	81	578	80
#left bottom 
14	115	545	131	578	80
#attack left bottom 				
15	15	545	31	578	80
#right top
16	215	545	231	578	80
#attack right top
17	315	545	331	578	80
#right bottom
18	265	545	281	578	80
#attack RIGHT bottom
19	365	545	381	578	80
#MushRoom red 
20	300	189	316	205	20
#MushRoom green
21	318	189	334	205	20
#LEAF
#left
22	180	123	196	137	15
#right
23	160	362	176	376	15
#pipe 
#short
24	2	27	34	59	90
#medium
25	2	27	34	75	90
# Fire PLANT GREEN 
#LEFT TOP
26	164	399	181	424	80
27	64	399	81	424	80
#LEFT BOTTOM
28	115	399	131	424	80
29	15	399	31	424	80
#RIGHT TOP
30	214	399	230	424	80
31	314	399	330	424	80
#RIGHT BOTTOM
32	264	399	280	424	80
33	364	399	380	424	80
# PLANT GREEN 
34	15	349	31	374	80
35	65	349	81	374	80
################ COIN EFFECT #################
36	294	101	302	115	15
37	389	101	395	115	15
38	318	101	325	115	15
39	309	101	312	115	15
############### POINT EFFECT #############
#100
40	458	223	469	231	20
#200
41	457	232	469	240	20
#400
42	457	241	469	249	20
#800
43	457	250	469	258	20
#1000
44	471	223	486	231	20
#2000
45	470	232	486	240	20
#4000
46	470	241	486	249	20
#8000
47	470	250	486	258	20
############### TAIL HIT EFFECT #############
# right pink
48	72	67	88	83	50
# right white
49	13	299	29	315	50
# left pink
50	40	299	56	315	50
# left white
51	68	299	84	315	50
############### Gold BRick ##################
52	274	188	290	204	15
53	293	188	309	204	15
54	312	188	328	204	15
55	331	188	347	204	15
#==========BROKEN BRICK EFFECT============
56	27	120	35	128	50
57	47	120	55	128	50
#============= PSWITCH =============
58	156	144	172	160	15
59	178	144	194	160	15
60	200	153	216	160	15
#===============EFFECT 1_UP ==========
61	150	176	169	186	50
#==============POWER==============
62	3	33	11	40	25
#==============FULL POWER==========
63	12	33	27	40	25
#============= MUSHROOM SYMBOL =======
64	187	33	211	61	25
#============== FLOWER SYMBOL ========
65	211	33	235	61	25
#============= STAR SYMBOL ============
66	235	33	259	61	25
#============= WOOD ===============
67	234	337	282	353	90
#============ KOOPAS RED FLY =========
68	45	248	61	275	80
69	85	249	101	275	80
70	125	248	141	276	80
71	165	248	181	275	80
72	335	248	351	275	80
73	295	249	311	275	80
74	255	248	271	276	80
75	215	248	231	275	80
#============= BOOMERANG ===============
76	302	891	317	907	80
77	329	891	344	907	80
78	329	918	345	933	80
79	301	918	317	933	80
#============ BOOMERANG BROTHER =======
#LEFT
