# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = PLATFORM, 2 = Goomba, 3 = Koopas
#############MARIO#############
#brick
7	16	16	2	45	20
7	16	75	2	45	96
7	85	30	2	44	42
7	85	100	2	45	38
7	150	30	2	45	17
7	150	75	2	45	39
7	130	100	2	20	10
7	150	130	2	90	30
7	216	16	2	12	130
7	0	0	2	240	7
7	0	0	2	16	160
7	0	160	2	240	5
#=======BUSH-OBJ===========
53	16	16	2	4
53	32	16	2	4
53	48	16	2	4
53	16	32	2	4
53	32	32	2	4
53	48	32	2	4
53	16	64	2	4
53	32	64	2	4
53	48	64	2	4
53	16	80	2	4
53	16	80	2	4
53	48	80	2	4
53	16	96	2	4
53	80	32	2	4
53	96	32	2	4
53	112	32	2	4
53	80	48	2	4
53	96	48	2	4
53	112	48	2	4
53	80	64	2	4
53	96	64	2	4
53	112	64	2	4
53	144	32	2	4
53	160	32	2	4
53	176	32	2	4
53	208	16	2	4
53	224	16	2	4
53	208	32	2	4
53	224	32	2	4
53	208	48	2	4
53	224	48	2	4
53	208	64	2	4
53	224	64	2	4
53	144	64	2	4
53	160	64	2	4
53	176	64	2	4
53	192	64	2	4
53	224	80	2	4
53	224	96	2	4
53	224	112	2	4
53	224	128	2	4
53	224	144	2	4
53	144	80	2	4
53	160	80	2	4
53	128	96	2	4
53	112	96	2	4
53	96	96	2	4
#start
54	32	48	54
#scene
55	65	17	55	0
55	128	17	55	1
55	160	17	55	2
55	160	49	55	3
55	65	145	55	4
55	128	145	55	5
#card
56	128	80	56
# MARIO
0	50	45	1
#portal
52	65	17	0	81	33	1
52	160	17	0	176	35	3
