#############MARIO#############
# MARIO
0	1500	300	1
#############PLATFORM#############
7	0	416	0	1
7	16	416	0	1
7	32	416	0	1
7	48	416	0	1
7	64	416	0	1
7	80	416	0	1
7	96	416	0	1
7	112	416	0	1
7	128	416	0	1
7	144	416	0	1
7	160	416	0	1
7	176	416	0	1
7	192	416	0	1
7	208	416	0	1
7	224	416	0	1
7	240	416	0	1
7	256	416	0	1
7	272	416	0	1
7	288	416	0	1
7	304	416	0	1
7	320	416	0	1
7	336	416	0	1
7	352	416	0	1
7	368	416	0	1
7	384	416	0	1
7	400	416	0	1
7	416	416	0	1
7	432	416	0	1
7	448	416	0	1
7	464	416	0	1
7	480	416	0	1
7	496	416	0	1
7	512	416	0	1
7	528	416	0	1
7	544	416	0	1
7	560	416	0	1
7	576	416	0	1
7	592	416	0	1
7	608	416	0	1
7	624	400	0	1
7	640	400	0	1
7	656	400	0	1
7	672	400	0	1
7	688	400	0	1
7	704	400	0	1
7	720	400	0	1
7	736	400	0	1
7	752	400	0	1
7	768	400	0	1
7	784	400	0	1
7	800	400	0	1
7	816	400	0	1
7	832	400	0	1
7	848	400	0	1
7	864	400	0	1
7	880	400	0	1
7	896	400	0	1
7	912	400	0	1
7	928	400	0	1
7	944	400	0	1
7	960	400	0	1
7	976	400	0	1
7	992	400	0	1
7	1008	400	0	1
7	1024	400	0	1
7	1040	400	0	1
7	1056	400	0	1
7	1072	400	0	1
7	1152	416	0	1
7	1168	416	0	1
7	1184	416	0	1
7	1200	416	0	1
7	1216	416	0	1
7	1232	416	0	1
7	1248	416	0	1
7	1264	416	0	1
7	1280	416	0	1
7	1296	416	0	1
7	1312	416	0	1
7	1328	416	0	1
7	1344	416	0	1
7	1360	416	0	1
7	1376	416	0	1
7	1392	416	0	1
7	1408	416	0	1
7	1424	416	0	1
7	1440	416	0	1
7	1456	416	0	1
7	1472	416	0	1
7	1488	416	0	1
7	1536	416	0	1
7	1552	416	0	1
7	1568	416	0	1
7	1584	416	0	1
7	1600	416	0	1
7	1664	416	0	1
7	1680	416	0	1
7	1696	416	0	1
7	1712	416	0	1
7	1728	416	0	1
7	1744	416	0	1
7	1760	416	0	1
7	1776	416	0	1
7	1792	416	0	1
7	1808	416	0	1
7	1824	416	0	1
7	1840	416	0	1
7	1856	416	0	1
7	1872	416	0	1
7	1888	416	0	1
7	1904	416	0	1
7	1920	416	0	1
7	1936	416	0	1
7	1952	416	0	1
7	1968	416	0	1
7	1984	416	0	1
7	2000	416	0	1
7	2016	416	0	1
7	2032	416	0	1
7	2048	416	0	1
7	2064	416	0	1
7	2080	416	0	1
7	2096	416	0	1
7	2112	416	0	1
7	2128	416	0	1
7	2144	416	0	1
7	2160	416	0	1
7	2176	416	0	1
7	2192	416	0	1
7	2208	416	0	1
7	2220	416	0	1
7	2256	416	0	1
7	2272	416	0	1
7	2288	416	0	1
7	2304	416	0	1
7	2320	416	0	1
7	2336	416	0	1
7	2352	416	0	1
7	2368	416	0	1
7	2384	416	0	1
7	2400	416	0	1
7	2416	416	0	1
7	2432	416	0	1
7	2448	416	0	1
7	2464	416	0	1
7	2480	416	0	1
7	2496	416	0	1
7	2512	416	0	1
7	2528	416	0	1
7	2544	416	0	1
7	2560	416	0	1
7	2576	416	0	1
7	2592	416	0	1
7	2608	416	0	1
7	2624	416	0	1
7	2640	416	0	1
7	2656	416	0	1
7	2672	416	0	1
7	2688	416	0	1
7	2704	416	0	1
7	2720	416	0	1
7	2736	416	0	1
7	2752	416	0	1
7	2768	416	0	1
7	2784	416	0	1
7	2800	416	0	1
#
7	1504	336	0	1
7	1520	336	0	1
#
7	1600	368	0	1
7	1584	384	0	1
7	1600	384	0	1
7	1568	400	0	1
7	1584	400	0	1
7	1600	400	0	1
#
7	1664	368	0	1
7	1664	384	0	1
7	1680	384	0	1
7	1664	400	0	1
7	1680	400	0	1
7	1696	400	0	1
#cot cuoi map
7	2256	304	0	1
7	2272	304	0	1
7	2256	288	0	1
7	2272	288	0	1
7	2256	272	0	1
7	2272	272	0	1
7	2256	256	0	1
7	2272	256	0	1
7	2256	240	0	1
7	2272	240	0	1
7	2256	224	0	1
7	2272	224	0	1
7	2256	208	0	1
7	2272	208	0	1
7	2256	192	0	1
7	2272	192	0	1
7	2256	176	0	1
7	2272	176	0	1
7	2256	160	0	1
7	2272	160	0	1
7	2256	134	0	1
7	2272	134	0	1
7	2256	368	0	1
7	2272	368	0	1
7	2256	384	0	1
7	2272	384	0	1
7	2256	400	0	1
7	2272	400	0	1
